VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchasedQuantity,TotalPurchasedDollar,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExcisetax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
6830,PARK STREET IMPORTS LLC,2158,Sortilege Liqueur,12.4,375.0,16.99,1027,12734.800000000001,20849.57,12413.79,1043.0,409.36,360.29,8114.77,38.92,1.0155793573515093,1.64,12.4,Medium,-198.4
7153,PINE STATE TRADING CO,38263,Orleans Hill Syrah Lodi,6.16,750.0,9.99,1027,6326.320000000001,10394.58,5661.27,1042.0,115.8,15884.82,4068.26,39.14,1.01460564751704,1.64,6.160000000000001,Medium,-92.4
9552,M S WALKER INC,6721,Piccini Chianti,10.95,1500.0,15.99,1027,11245.65,18759.16,14223.78,1084.0,240.68,55551.82,7513.51,40.05,1.0555014605647517,1.67,10.95,Medium,-624.15
90024,VINILANDIA USA,20552,Cafaggio Basilica Chianti Cl,9.58,750.0,13.99,1027,9838.66,16454.27,11616.43,1073.0,118.74,2802.64,6615.61,40.21,1.044790652385589,1.67,9.58,Medium,-440.68
7153,PINE STATE TRADING CO,25831,Dry Creek Chenin Blanc Dry,6.89,750.0,10.99,1028,7082.920000000001,11332.41,6779.28,959.0,106.56,15884.82,4249.49,37.5,0.9328793774319066,1.6,6.890000000000001,Medium,475.40999999999997
480,BACARDI USA INC,2742,Aberfeldy 12 Yr Single Malt,37.98,750.0,53.99,1029,39081.42,42761.19,36307.53,881.0,694.92,89286.27,3679.77,8.61,0.8561710398445093,1.09,37.98,Medium,5621.04
10754,PERFECTA WINES,17186,Columna Albarino,9.33,750.0,13.99,1032,9628.56,15379.94,9329.9,1006.0,111.59,28720.52,5751.38,37.4,0.9748062015503876,1.6,9.33,Medium,242.58
1128,BROWN-FORMAN CORP,6481,Korbel Natural,10.13,750.0,15.99,1034,10474.42,14568.77,7541.25,923.0,102.73,68601.68,4094.35,28.1,0.8926499032882012,1.39,10.13,Medium,1124.43
4425,MARTIGNETTI COMPANIES,24299,Rosemount Diamond Merlot,5.88,750.0,8.99,1034,6079.92,10800.19,6950.42,1181.0,130.85,144929.24,4720.27,43.71,1.1421663442940038,1.78,5.88,Medium,-864.36
4425,MARTIGNETTI COMPANIES,42053,Paraduxx Red Duckhorn Napa,22.6,750.0,32.99,1036,23413.6,39109.36,22490.5,964.0,107.1,144929.24,15695.76,40.13,0.9305019305019305,1.67,22.599999999999998,Medium,1627.2
8320,SHAW ROSS INT L IMP LTD,44761,Gekkeikan Sake Zipang Spklg,3.68,250.0,5.49,1036,3812.4799999999996,5627.25,2157.57,1025.0,39.27,3151.92,1814.77,32.25,0.9893822393822393,1.48,3.6799999999999997,Medium,40.480000000000004
8673,STE MICHELLE WINE ESTATES,28223,Ch Ste Michelle Canoe Rdge C,10.38,750.0,15.99,1036,10753.68,16602.11,10995.46,989.0,109.6,15919.7,5848.43,35.23,0.9546332046332047,1.54,10.38,Medium,487.86
10754,PERFECTA WINES,20251,Round Pond Est Svgn Bl Napa,15.53,750.0,22.99,1037,16104.61,17683.7,10524.06,830.0,92.13,28720.52,1579.09,8.93,0.8003857280617165,1.1,15.530000000000001,Medium,3214.71
17035,PERNOD RICARD USA,31419,Sandeman Ruby Port,7.48,750.0,12.99,1037,7756.76,12251.92,8535.98,1008.0,111.6,123780.22,4495.16,36.69,0.9720347155255545,1.58,7.48,Medium,216.92000000000002
8112,MOET HENNESSY USA INC,3296,Belvedere Pink Grapefruit,15.99,750.0,22.99,1038,16597.62,24724.35,18525.01,1065.0,839.59,48347.26,8126.73,32.87,1.0260115606936415,1.49,15.989999999999998,Medium,-431.73
10754,PERFECTA WINES,33573,Morgan Winery Svgn Bl Mont S,9.93,750.0,15.99,1038,10307.34,15034.97,7375.08,1003.0,111.69,28720.52,4727.63,31.44,0.9662813102119461,1.46,9.93,Medium,347.55
4425,MARTIGNETTI COMPANIES,24398,Fleur de Pnt Nr California,11.4,750.0,16.99,1039,11844.6,16990.0,11909.99,1000.0,110.75,144929.24,5145.4,30.28,0.9624639076034649,1.43,11.4,Medium,444.6
3960,DIAGEO NORTH AMERICA INC,2604,Johnnie Walker Collection 4,73.52,200.0,99.99,1040,76460.8,92890.71,75692.43,929.0,195.09,257032.07,16429.91,17.69,0.8932692307692308,1.21,73.52,Medium,8160.719999999999
7153,PINE STATE TRADING CO,45752,Root 1 Svgn Bl,6.53,750.0,9.99,1040,6791.2,13222.11,7485.3,1189.0,132.14,15884.82,6430.91,48.64,1.1432692307692307,1.95,6.53,Medium,-972.97
9552,M S WALKER INC,37217,Castano Solanera Yecla Mona,8.66,750.0,12.99,1041,9015.06,15451.21,8737.92,1079.0,119.81,55551.82,6436.15,41.65,1.0365033621517772,1.71,8.66,Medium,-329.08
9819,TREASURY WINE ESTATES,41912,Matua Pnt Nr Marlboro,8.21,750.0,11.99,1041,8546.61,13376.76,7512.26,1024.0,113.77,14836.57,4830.15,36.11,0.983669548511047,1.57,8.21,Medium,139.57000000000002
10754,PERFECTA WINES,27437,Mommessin Bjls Nouveau,7.18,750.0,10.99,1041,7474.38,9286.55,2846.41,845.0,94.62,28720.52,1812.17,19.51,0.8117195004803074,1.24,7.18,Medium,1407.28
1392,CONSTELLATION BRANDS INC,40483,Drylands Svgn Bl Marlboro,10.2,750.0,14.99,1042,10628.4,15815.74,9557.84,1026.0,113.9,79528.99,5187.34,32.8,0.9846449136276392,1.49,10.2,Medium,163.2
3252,E & J GALLO WINERY,28919,Gallo Twin Valley Merlot Cal,6.89,1500.0,9.99,1042,7179.38,10860.27,6988.1,1073.0,239.16,61966.91,3680.89,33.89,1.0297504798464492,1.51,6.89,Medium,-213.59
3960,DIAGEO NORTH AMERICA INC,1657,Dalwhinnie Distillers Edtion,51.46,750.0,69.99,1042,53621.32,70899.87,53822.31,1013.0,798.58,257032.07,17278.55,24.37,0.972168905950096,1.32,51.46,Medium,1492.34
4425,MARTIGNETTI COMPANIES,24294,La Gr Comtadine Vacqueyras C,12.98,750.0,19.99,1043,13538.14,19030.48,10674.66,952.0,105.77,144929.24,5492.34,28.86,0.912751677852349,1.41,12.979999999999999,Medium,1181.18
4425,MARTIGNETTI COMPANIES,45392,Norton RSV Malbec Mendoza,12.25,750.0,18.99,1043,12776.75,18933.03,11564.91,997.0,110.53,144929.24,6156.28,32.52,0.9558964525407478,1.48,12.25,Medium,563.5
90047,CRUSH WINES,15092,Anne Amie Pnt Nr,16.44,750.0,29.99,1043,17146.920000000002,23639.89,14566.8,1011.0,112.16,1457.73,6492.97,27.47,0.9693192713326941,1.38,16.44,Medium,526.08
4425,MARTIGNETTI COMPANIES,21178,Sensi Dalcampo Chianti Rsva,9.03,750.0,13.99,1046,9445.38,12456.57,8422.99,743.0,82.23,144929.24,3011.19,24.17,0.7103250478011472,1.32,9.03,Medium,2736.0899999999997
6785,PALM BAY INTERNATIONAL INC,19244,Trimbach Riesling,12.07,750.0,17.99,1047,12637.29,18912.29,12180.11,1071.0,118.63,13605.41,6275.0,33.18,1.0229226361031518,1.5,12.07,Medium,-289.68
12546,JIM BEAM BRANDS COMPANY,17459,Skinnygirl Red Wine,6.07,750.0,8.99,1047,6355.29,10560.9,5834.87,1110.0,123.38,123880.97,4205.61,39.82,1.0601719197707737,1.66,6.07,Medium,-382.41
2000,SOUTHERN WINE & SPIRITS NE,12078,F Coppola Votre Sante Pnt Nr,7.48,750.0,11.99,1049,7846.52,12040.79,5748.13,1021.0,113.74,19016.59,4194.27,34.83,0.9733079122974261,1.53,7.48,Medium,209.44
8673,STE MICHELLE WINE ESTATES,32670,Columbia Crest Vns Merlot/Ca,4.69,750.0,6.99,1049,4919.81,7712.4,3689.96,1060.0,118.09,15919.7,2792.59,36.21,1.0104861773117255,1.57,4.69,Medium,-51.59
8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,45.45,750.0,64.99,1052,47813.4,62668.1,51741.82,990.0,780.83,48347.26,14854.7,23.7,0.94106463878327,1.31,45.45,Medium,2817.9
9552,M S WALKER INC,41070,Angeline Chard RRV,7.28,750.0,12.99,1052,7658.5599999999995,22166.09,12762.28,1691.0,187.73,55551.82,14507.53,65.45,1.6074144486692015,2.89,7.279999999999999,Medium,-4651.92
10754,PERFECTA WINES,14983,Ken Wright Clrs Willa Pnt Nr,17.8,750.0,26.99,1052,18725.6,26215.12,16949.6,988.0,109.46,28720.52,7489.52,28.57,0.9391634980988594,1.4,17.799999999999997,Medium,1139.2
516,BANFI PRODUCTS CORP,13837,C Y Toro Frontera Pnt Grigio,5.73,1500.0,8.99,1054,6039.42,9999.47,5883.82,1053.0,234.92,8510.41,3960.05,39.6,0.9990512333965844,1.66,5.73,Medium,5.73
9552,M S WALKER INC,17612,Tilia Malbec Syrah  Mendoza,6.75,750.0,9.99,1054,7114.5,11115.04,7150.94,1096.0,121.34,55551.82,4000.54,35.99,1.0398481973434535,1.56,6.75,Medium,-283.5
9552,M S WALKER INC,18125,Laya Tinto Almansa,6.16,750.0,8.99,1054,6492.64,9310.79,5252.28,1021.0,113.53,55551.82,2818.15,30.27,0.9686907020872866,1.43,6.16,Medium,203.28
9819,TREASURY WINE ESTATES,42663,Beringer Fndr Est Pnt Grigio,5.8,750.0,8.99,1058,6136.4,11221.27,7611.78,1073.0,118.88,14836.57,5084.87,45.31,1.0141776937618148,1.83,5.8,Medium,-87.0
3664,WILLIAM GRANT & SONS INC,233,Tullamore Dew 12 Yr Old,30.21,750.0,46.99,1060,32022.6,46523.23,39019.96,1077.0,849.59,30234.42,14500.63,31.17,1.0160377358490567,1.45,30.209999999999997,Medium,-513.57
17032,JEWELL TOWNE VINEYARDS,35319,Jewell Towne Rsl NH,9.66,750.0,14.49,1061,10249.26,14781.48,11963.1,852.0,94.05,283.61,4532.22,30.66,0.8030160226201697,1.44,9.66,Medium,2018.94
7245,PROXIMO SPIRITS INC.,2852,Bushmills 10 Yr Irish Whisky,30.14,750.0,40.99,1062,32008.68,41317.92,34472.59,1008.0,795.09,38994.78,9309.24,22.53,0.9491525423728814,1.29,30.14,Medium,1627.56
3960,DIAGEO NORTH AMERICA INC,3923,Don Julio 1942 Anejo Tequila,106.34,750.0,133.99,1066,113358.44,136151.79,118659.1,1021.0,805.63,257032.07,22793.35,16.74,0.9577861163227017,1.2,106.34,Medium,4785.3
9552,M S WALKER INC,4833,Plantation Original Dark Rum,10.78,750.0,17.99,1066,11491.480000000001,19081.81,13967.44,1319.0,1039.75,55551.82,7590.33,39.78,1.2373358348968104,1.66,10.780000000000001,Medium,-2727.3399999999997
9819,TREASURY WINE ESTATES,19740,Ch St Jean Alexander Cab Svg,10.95,750.0,15.99,1066,11672.7,24789.7,14349.12,1030.0,114.48,14836.57,13117.0,52.91,0.9662288930581614,2.12,10.950000000000001,Medium,394.2
1590,DIAGEO CHATEAU ESTATE WINES,22047,Woodwork Pnt Nr,6.49,750.0,9.99,1067,6924.83,11029.35,7476.82,1065.0,117.9,7259.75,4104.52,37.21,0.9981255857544518,1.59,6.49,Medium,12.98
2000,SOUTHERN WINE & SPIRITS NE,25043,Bully Hill Goat Wh Semi-Dry,5.74,750.0,8.99,1067,6124.58,9643.8,3307.49,1020.0,113.97,19016.59,3519.22,36.49,0.9559512652296157,1.57,5.74,Medium,269.78000000000003
9744,FREDERICK WILDMAN & SONS,33265,El Coto de Rioja Crianza Re,7.43,750.0,10.99,1067,7927.8099999999995,11785.73,6289.51,1027.0,114.2,3999.93,3857.92,32.73,0.9625117150890347,1.49,7.43,Medium,297.2
1128,BROWN-FORMAN CORP,13278,Sonoma-Cutrer Pnt Nr,19.86,750.0,29.99,1068,21210.48,28010.66,17484.17,934.0,103.58,68601.68,6800.18,24.28,0.8745318352059925,1.32,19.86,Medium,2661.24
4425,MARTIGNETTI COMPANIES,25728,Chappellet Signature Cab Svg,37.49,750.0,56.99,1068,40039.32,50550.21,24679.72,879.0,97.79,144929.24,10510.89,20.79,0.8230337078651685,1.26,37.49,Medium,7085.610000000001
6785,PALM BAY INTERNATIONAL INC,12416,Callia Alta Malbec,5.26,750.0,8.99,1070,5628.2,9461.46,4260.25,1054.0,117.69,13605.41,3833.26,40.51,0.9850467289719627,1.68,5.26,Medium,84.16
1128,BROWN-FORMAN CORP,6195,Korbel Brut,19.04,1500.0,27.99,1071,20391.84,31109.17,19927.07,1083.0,241.46,68601.68,10717.33,34.45,1.011204481792717,1.53,19.04,Medium,-228.48
6785,PALM BAY INTERNATIONAL INC,6227,Bastille 1789 French Whiskey,18.39,750.0,24.99,1071,19695.690000000002,23504.12,20016.59,988.0,779.34,13605.41,3808.43,16.2,0.9225023342670402,1.19,18.39,Medium,1526.3700000000001
8352,LUXCO INC,272,Juarez Silver Tequila,7.4,1000.0,9.99,1071,7925.4,8801.91,1757.9,1059.0,1111.95,10261.6,876.51,9.96,0.988795518207283,1.11,7.3999999999999995,Medium,88.80000000000001
9165,ULTRA BEVERAGE COMPANY LLP,17866,James Mitchell Cab Svgn,8.9,750.0,14.99,1071,9531.9,11831.42,6460.79,958.0,106.54,68054.7,2299.52,19.44,0.8944911297852475,1.24,8.9,Medium,1005.7
6215,MOONLIGHT MEADERY,16568,Moonlight Meadery Sumptuous,8.84,375.0,12.99,1075,9503.0,12314.52,10586.85,948.0,55.79,365.61,2811.52,22.83,0.881860465116279,1.3,8.84,Medium,1122.68
8112,MOET HENNESSY USA INC,13363,Newton Red Label Cab Svgn,10.96,750.0,16.99,1075,11782.0,14389.25,8555.1,825.0,91.56,48347.26,2607.25,18.12,0.7674418604651163,1.22,10.96,Medium,2740.0
4425,MARTIGNETTI COMPANIES,19282,Penfolds Bin 8 Cab Svgn/Shir,13.51,750.0,19.99,1076,14536.76,22997.96,14177.31,1124.0,124.66,144929.24,8461.2,36.79,1.0446096654275092,1.58,13.51,Medium,-648.48
2000,SOUTHERN WINE & SPIRITS NE,22593,The Divining Rod Red,7.58,750.0,10.99,1077,8163.66,10764.3,7523.22,970.0,107.36,19016.59,2600.64,24.16,0.9006499535747446,1.32,7.58,Medium,811.0600000000001
4550,KLIN SPIRITS LLC,3306,Hammer & Sickle Vodka,20.86,1750.0,28.99,1080,22528.8,32468.75,25646.52,825.0,1516.75,531.5,9939.95,30.61,0.7638888888888888,1.44,20.86,Medium,5319.3
12546,JIM BEAM BRANDS COMPANY,806,DeKuyper Peachtree Schnapps,10.39,1000.0,12.99,1082,11241.980000000001,14068.17,8794.23,1083.0,1137.15,123880.97,2826.19,20.09,1.0009242144177448,1.25,10.39,Medium,-10.39
10754,PERFECTA WINES,27017,Bouchard Aine & Fils Pnt Nr,7.09,750.0,10.99,1083,7678.47,7971.76,4081.3,724.0,80.54,28720.52,293.29,3.68,0.6685133887349953,1.04,7.09,Medium,2545.31
17035,PERNOD RICARD USA,1880,The Glenlivet Nadurra 16 Yr,46.71,750.0,63.99,1085,50680.35,81684.38,69598.11,1162.0,916.69,123780.22,31004.03,37.96,1.070967741935484,1.61,46.71,Medium,-3596.67
2000,SOUTHERN WINE & SPIRITS NE,20160,F Coppola Sophia Chard,10.27,750.0,15.99,1091,11204.57,16653.34,10779.1,1066.0,118.18,19016.59,5448.77,32.72,0.9770852428964253,1.49,10.27,Medium,256.75
7153,PINE STATE TRADING CO,16400,Zum Rsl,6.7,750.0,9.99,1091,7309.700000000001,10857.34,6751.38,1066.0,118.27,15884.82,3547.64,32.68,0.9770852428964253,1.49,6.700000000000001,Medium,167.5
4425,MARTIGNETTI COMPANIES,37827,Yellow Tail Shiraz/Cab Ausl,5.15,750.0,7.99,1093,5628.95,9292.37,5569.03,1163.0,129.16,144929.24,3663.42,39.42,1.0640439158279964,1.65,5.1499999999999995,Medium,-360.5
8892,TRINCHERO FAMILY ESTATES,41030,Folie A Deux Cab Svgn,11.03,750.0,16.99,1093,12055.79,19402.58,12861.43,1142.0,126.5,11595.97,7346.79,37.87,1.0448307410795974,1.61,11.030000000000001,Medium,-540.4699999999999
9165,ULTRA BEVERAGE COMPANY LLP,2235,Deanston SM Virgin Oak,19.56,750.0,29.99,1094,21398.64,33752.9,28184.78,1110.0,875.56,68054.7,12354.26,36.6,1.0146252285191957,1.58,19.56,Medium,-312.96
7255,PSP WINES,20405,Tenuta Santo Pietro Viper Su,10.96,750.0,16.99,1095,12001.2,17170.99,10522.29,1101.0,122.14,648.71,5169.79,30.11,1.0054794520547945,1.43,10.96,Medium,-65.76
8673,STE MICHELLE WINE ESTATES,16990,Santa Cristina Antinori Wh,6.7,750.0,11.99,1095,7336.500000000001,13316.24,7538.62,1126.0,125.01,15919.7,5979.74,44.91,1.028310502283105,1.82,6.700000000000001,Medium,-207.70000000000002
10000,MAJESTIC FINE WINES,21270,Kendall Jackson AVANT Svgn B,5.91,750.0,8.99,1097,6483.27,11530.1,7220.58,1190.0,131.78,17587.59,5046.83,43.77,1.0847766636280767,1.78,5.91,Medium,-549.63
9552,M S WALKER INC,16458,Gerard Bertrand Corbieres Ro,8.55,750.0,14.99,1100,9405.0,14163.3,8966.21,1070.0,118.62,55551.82,4758.3,33.6,0.9727272727272728,1.51,8.55,Medium,256.5
2000,SOUTHERN WINE & SPIRITS NE,11240,Willamette Rsl Valley Oregon,9.58,750.0,13.99,1101,10547.58,11080.08,6477.37,792.0,87.92,19016.59,532.5,4.81,0.7193460490463215,1.05,9.58,Medium,2960.22
8320,SHAW ROSS INT L IMP LTD,31796,Gekkeikan Sake Haiku Prm Sel,7.28,750.0,10.99,1101,8015.28,11979.1,7066.57,1090.0,121.03,3151.92,3963.82,33.09,0.9900090826521344,1.49,7.279999999999999,Medium,80.08
10754,PERFECTA WINES,18747,Ca'Momi Rosso di Napa,6.84,750.0,9.99,1102,7537.68,11248.74,5584.41,1126.0,125.34,28720.52,3711.06,32.99,1.0217785843920144,1.49,6.84,Medium,-164.16
4425,MARTIGNETTI COMPANIES,19581,Girard Cab Svgn,15.78,750.0,26.99,1104,17421.120000000003,29875.77,18744.95,1123.0,124.45,144929.24,12454.65,41.69,1.0172101449275361,1.71,15.780000000000003,Medium,-299.82
9744,FREDERICK WILDMAN & SONS,2047,Sheep Dip Scotch,25.36,750.0,34.99,1104,27997.44,39858.68,33895.38,1132.0,893.01,3999.93,11861.24,29.76,1.0253623188405796,1.42,25.36,Medium,-710.0799999999999
2000,SOUTHERN WINE & SPIRITS NE,19127,Saracco Moscato d'Asti,10.95,750.0,15.99,1105,12099.75,16394.82,9802.92,1018.0,112.95,19016.59,4295.07,26.2,0.9212669683257918,1.35,10.95,Medium,952.65
2000,SOUTHERN WINE & SPIRITS NE,33965,Castellare Chianti Clsc,13.72,750.0,21.99,1106,15174.319999999998,24499.93,14185.6,1107.0,122.9,19016.59,9325.61,38.06,1.0009041591320071,1.61,13.719999999999999,Medium,-13.72
653,STATE WINE & SPIRITS,19276,Pali Tower 15 The Winery,9.08,750.0,13.99,1108,10060.64,38122.75,19390.14,2725.0,303.35,8014.98,28062.11,73.61,2.4593862815884475,3.79,9.08,Medium,-14682.36
17035,PERNOD RICARD USA,25557,Kenwood Cab Svgn Sonoma,9.8,750.0,14.99,1111,10887.8,16100.75,8649.49,1025.0,113.95,123780.22,5212.95,32.38,0.9225922592259226,1.48,9.799999999999999,Medium,842.8000000000001
4425,MARTIGNETTI COMPANIES,2245,DUKE Kentucky Bourbon,26.66,750.0,36.99,1112,29645.920000000002,41938.36,34356.25,1064.0,839.43,144929.24,12292.44,29.31,0.9568345323741008,1.41,26.66,Medium,1279.68
10754,PERFECTA WINES,36843,Frey Cab Svgn Organic Mendcn,11.25,750.0,16.99,1117,12566.25,17951.17,10780.49,1083.0,120.15,28720.52,5384.92,30.0,0.9695613249776186,1.43,11.25,Medium,382.5
9744,FREDERICK WILDMAN & SONS,19174,Cavicchioli Sw Italian Spkln,7.38,750.0,11.99,1119,8258.22,12635.45,7847.44,1055.0,117.04,3999.93,4377.23,34.64,0.9428060768543343,1.53,7.379999999999999,Medium,472.32
516,BANFI PRODUCTS CORP,45526,Natura Chard Casablanca,5.95,750.0,9.99,1121,6669.950000000001,10375.34,3840.12,1066.0,119.08,8510.41,3705.39,35.71,0.9509366636931311,1.56,5.950000000000001,Medium,327.25
1587,VINEYARD BRANDS INC,13895,Mohua Pinot Noir,10.27,750.0,16.99,1121,11512.67,17722.28,10712.53,1072.0,118.9,6070.09,6209.61,35.04,0.9562890276538805,1.54,10.27,Medium,503.22999999999996
9744,FREDERICK WILDMAN & SONS,33267,El Coto de Rioja RSV Coto d,13.6,750.0,19.99,1122,15259.199999999999,25851.39,16377.98,1261.0,139.76,3999.93,10592.19,40.97,1.123885918003565,1.69,13.6,Medium,-1890.3999999999999
4425,MARTIGNETTI COMPANIES,24621,Cline Chard Sonoma Cst,5.88,750.0,15.99,1123,6603.240000000001,14122.12,8410.54,1088.0,120.71,144929.24,7518.88,53.24,0.968833481745325,2.14,5.880000000000001,Medium,205.79999999999998
7153,PINE STATE TRADING CO,14191,Ch Fage Graves de Vayres,7.28,750.0,14.99,1124,8182.72,12169.85,7241.96,1015.0,112.59,15884.82,3987.13,32.76,0.9030249110320284,1.49,7.28,Medium,793.52
1392,CONSTELLATION BRANDS INC,33672,Toasted Head Merlot Cal,7.18,750.0,10.99,1125,8077.5,12545.99,8880.2,1101.0,121.78,79528.99,4468.49,35.62,0.9786666666666667,1.55,7.18,Medium,172.32
4425,MARTIGNETTI COMPANIES,21098,Rutherford Ranch Chard,9.33,750.0,14.99,1125,10496.25,15928.97,10163.96,1103.0,122.18,144929.24,5432.72,34.11,0.9804444444444445,1.52,9.33,Medium,205.26
9165,ULTRA BEVERAGE COMPANY LLP,23388,Light Horse Cab Svgn,6.84,750.0,11.99,1125,7695.0,14639.85,11102.8,1215.0,134.21,68054.7,6944.85,47.44,1.08,1.9,6.84,Medium,-615.6
90027,POVERTY LANE ORCHARDS,43922,Farnum Hill Farmhouse Cider,5.99,750.0,8.99,1128,6756.719999999999,10266.58,5771.58,1142.0,126.81,229.88,3509.86,34.19,1.0124113475177305,1.52,5.989999999999999,Medium,-83.86
4425,MARTIGNETTI COMPANIES,17985,Ponzi Tavola Pnt Nr,16.43,750.0,26.99,1132,18598.76,26047.33,16826.11,1067.0,118.22,144929.24,7448.57,28.6,0.9425795053003534,1.4,16.43,Medium,1067.95
9552,M S WALKER INC,14437,Byron Santa Barbara Pnt Nr,11.68,750.0,19.99,1132,13221.76,16033.13,9512.74,887.0,98.56,55551.82,2811.37,17.53,0.7835689045936396,1.21,11.68,Medium,2861.6
9552,M S WALKER INC,44106,Carmel Road Unoaked Chard Mo,9.86,750.0,14.99,1132,11161.519999999999,15242.94,8500.39,1006.0,111.86,55551.82,4081.42,26.78,0.8886925795053003,1.37,9.86,Medium,1242.36
2450,DJINN SPIRITS LLC,8212,Krupnik Spiced Honey Liqueur,16.66,375.0,24.99,1135,18909.1,25575.8,17813.21,1120.0,439.0,251.28,6666.7,26.07,0.986784140969163,1.35,16.66,Medium,249.9
4425,MARTIGNETTI COMPANIES,16727,Bitch Grenache Aragon,9.33,750.0,13.99,1135,10589.55,15738.75,11038.11,1125.0,124.6,144929.24,5149.2,32.72,0.9911894273127754,1.49,9.33,Medium,93.3
17035,PERNOD RICARD USA,2631,Scapa 16 Yr Old Single Malt,55.99,750.0,73.99,1136,63604.64,74295.51,63257.07,1049.0,827.46,123780.22,10690.87,14.39,0.9234154929577465,1.17,55.99,Medium,4871.13
516,BANFI PRODUCTS CORP,34635,Riunite Lambrusco Rose,5.29,1500.0,8.99,1137,6014.73,10190.24,5532.64,1176.0,262.62,8510.41,4175.51,40.98,1.0343007915567282,1.69,5.29,Medium,-206.31
4425,MARTIGNETTI COMPANIES,13154,Clayhouse Malbec Paso Robles,7.79,750.0,12.99,1137,8857.23,20705.2,12785.92,1480.0,164.26,144929.24,11847.97,57.22,1.3016710642040457,2.34,7.79,Medium,-2671.97
8664,"STOLI GROUP,(USA) LLC",598,Stolichnaya Ohranj Orange,17.82,1000.0,22.99,1137,20261.34,27382.5,15729.4,1150.0,1207.5,18544.49,7121.16,26.01,1.0114335971855761,1.35,17.82,Medium,-231.66
4425,MARTIGNETTI COMPANIES,35607,Castle Rock Merlot Cal,4.63,750.0,9.99,1142,5287.46,13279.4,8902.56,1260.0,139.47,144929.24,7991.94,60.18,1.1033274956217163,2.51,4.63,Medium,-546.34
90024,VINILANDIA USA,14920,Broadbent Gruner Veltliner,7.84,1000.0,12.99,1142,8953.28,16273.27,9390.25,1173.0,175.95,2802.64,7319.99,44.98,1.0271453590192645,1.82,7.840000000000001,Medium,-243.04
9165,ULTRA BEVERAGE COMPANY LLP,12951,Purple Cowboy Red,6.7,750.0,9.99,1143,7658.1,12457.0,8029.91,1100.0,121.92,68054.7,4798.9,38.52,0.9623797025371829,1.63,6.7,Medium,288.1
4425,MARTIGNETTI COMPANIES,19122,Liberty School Merlot CC,7.3,750.0,13.99,1144,8351.199999999999,24180.77,14108.94,1723.0,191.31,144929.24,15829.57,65.46,1.506118881118881,2.9,7.299999999999999,Medium,-4226.7
9165,ULTRA BEVERAGE COMPANY LLP,28239,Fetzer Eagle Peak Merlot,8.55,1500.0,13.99,1146,9798.3,16169.61,10469.98,1239.0,276.16,68054.7,6371.31,39.4,1.081151832460733,1.65,8.549999999999999,Medium,-795.1500000000001
7153,PINE STATE TRADING CO,10581,Fat Bastard Pnt Nr,6.62,750.0,10.99,1147,7593.139999999999,13313.74,8729.96,1226.0,135.88,15884.82,5720.6,42.97,1.068875326939843,1.75,6.619999999999999,Medium,-522.98
653,STATE WINE & SPIRITS,38771,Rob Stuart Big Fire Pnt Gris,11.4,750.0,16.99,1148,13087.2,21260.25,11676.37,1375.0,152.83,8014.98,8173.05,38.44,1.1977351916376306,1.62,11.4,Medium,-2587.8
653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,43.74,750.0,59.99,1151,50344.74,56269.95,42160.47,1005.0,792.23,8014.98,5925.21,10.53,0.8731537793223284,1.12,43.739999999999995,Medium,6386.04
9165,ULTRA BEVERAGE COMPANY LLP,41412,Crios Rose of Malbec,8.21,750.0,11.99,1151,9449.71,12893.0,7466.63,1100.0,122.21,68054.7,3443.29,26.71,0.9556907037358818,1.36,8.209999999999999,Medium,418.71000000000004
10754,PERFECTA WINES,14811,Primaterra Pnt Nr,7.53,750.0,10.99,1151,8667.03,11349.74,6085.95,1126.0,125.19,28720.52,2682.71,23.64,0.9782797567332754,1.31,7.53,Medium,188.25
8673,STE MICHELLE WINE ESTATES,19381,O Wines Chard,6.57,750.0,9.99,1152,7568.64,11842.52,7603.54,1148.0,127.12,15919.7,4273.88,36.09,0.9965277777777778,1.56,6.57,Medium,26.28
7153,PINE STATE TRADING CO,16540,Atamisque Malbec,13.63,750.0,20.99,1156,15756.28,23657.88,16767.12,1112.0,123.03,15884.82,7901.6,33.4,0.9619377162629758,1.5,13.63,Medium,599.72
9552,M S WALKER INC,1049,Old New England Pumpkin Nog,5.55,750.0,6.99,1156,6415.8,8996.13,2809.98,1287.0,1013.41,55551.82,2580.33,28.68,1.1133217993079585,1.4,5.55,Medium,-727.05
1590,DIAGEO CHATEAU ESTATE WINES,19755,Velvet Crush Red Blend,6.57,750.0,10.99,1157,7601.490000000001,14206.15,9574.71,1385.0,153.42,7259.75,6604.66,46.49,1.1970613656006914,1.87,6.57,Medium,-1497.96
5455,MARSALLE COMPANY,2593,James Oliver American Whisky,23.61,750.0,34.99,1157,27316.77,30694.15,23391.8,1085.0,855.45,937.21,3377.38,11.0,0.9377700950734659,1.12,23.61,Medium,1699.92
