VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchasedQuantity,TotalPurchasedDollar,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExcisetax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
7255,PSP WINES,20395,Antico Colle Rosso di Montep,6.49,750.0,9.99,1157,7508.929999999999,11538.45,6613.38,1155.0,128.21,648.71,4029.52,34.92,0.9982713915298185,1.54,6.489999999999999,Medium,12.98
3664,WILLIAM GRANT & SONS INC,5771,Art In The Age Snap,22.38,750.0,32.99,1158,25916.04,35592.47,30410.14,1153.0,909.72,30234.42,9676.43,27.19,0.9956822107081175,1.37,22.38,Medium,111.89999999999999
2000,SOUTHERN WINE & SPIRITS NE,19465,Flagstone Longitude Red,4.72,750.0,6.99,1159,5470.4800000000005,7849.77,3089.58,1152.0,128.74,19016.59,2379.29,30.31,0.993960310612597,1.43,4.720000000000001,Medium,33.04
3252,E & J GALLO WINERY,46062,Martin Codax Tempranilo Ergo,7.09,750.0,10.99,1159,8217.31,12921.07,7745.88,1193.0,132.47,61966.91,4703.76,36.4,1.0293356341673856,1.57,7.09,Medium,-241.06
4425,MARTIGNETTI COMPANIES,37126,Girard Chard RRV,12.07,750.0,19.99,1160,14001.2,21936.6,12841.33,1140.0,126.51,144929.24,7935.4,36.17,0.9827586206896551,1.57,12.07,Medium,241.4
9552,M S WALKER INC,22696,Delish Svgn Bl,6.66,750.0,9.99,1161,7732.26,10799.34,8239.89,1066.0,117.71,55551.82,3067.08,28.4,0.9181739879414298,1.4,6.66,Medium,632.7
3960,DIAGEO NORTH AMERICA INC,2109,Lagavulin Distillers Edition,64.74,750.0,89.99,1162,75227.88,97978.29,71764.16,1071.0,844.12,257032.07,22750.41,23.22,0.9216867469879518,1.3,64.74000000000001,Medium,5891.339999999999
9165,ULTRA BEVERAGE COMPANY LLP,6115,Midnight Moon Raspberry,14.07,750.0,18.99,1162,16349.34,22768.61,18870.56,1139.0,898.54,68054.7,6419.27,28.19,0.9802065404475043,1.39,14.07,Medium,323.61
9552,M S WALKER INC,1158,Old New England Choc Egg Nog,5.34,750.0,6.99,1162,6205.08,8835.36,2481.45,1264.0,995.47,55551.82,2630.28,29.77,1.0877796901893289,1.42,5.34,Medium,-544.68
9552,M S WALKER INC,21271,Kentia Albarino Rias Baixas,9.2,750.0,13.99,1163,10699.6,16298.72,11156.29,1128.0,124.92,55551.82,5599.12,34.35,0.9699054170249355,1.52,9.200000000000001,Medium,322.0
9815,WINE GROUP INC,17978,Calling All Angels Chard,5.47,750.0,7.99,1164,6367.08,9963.53,5449.18,1247.0,138.63,27100.41,3596.45,36.1,1.0713058419243986,1.56,5.47,Medium,-454.01
90053,INCREDIBREW INC,21784,Grape Time Winery Rsl Granny,8.66,750.0,12.99,1164,10080.24,15432.12,9352.8,1188.0,131.89,124.44,5351.88,34.68,1.0206185567010309,1.53,8.66,Medium,-207.84
9552,M S WALKER INC,11354,Paso a Paso Tempranillo,6.57,750.0,9.99,1165,7654.05,12611.96,7596.76,1204.0,133.64,55551.82,4957.91,39.31,1.0334763948497854,1.65,6.57,Medium,-256.23
3252,E & J GALLO WINERY,15266,The Naked Grape Chard,4.54,750.0,6.99,1167,5298.179999999999,8147.66,4529.14,1234.0,137.14,61966.91,2849.48,34.97,1.0574121679520136,1.54,4.539999999999999,Medium,-304.18
10754,PERFECTA WINES,41633,Prinz Salm Two Princes Nahe,8.6,750.0,12.99,1168,10044.800000000001,16338.37,8096.24,1163.0,129.5,28720.52,6293.57,38.52,0.9957191780821918,1.63,8.600000000000001,Medium,43.0
3664,WILLIAM GRANT & SONS INC,5702,Art In The Age Root Liqueur,21.89,750.0,29.99,1171,25633.190000000002,34674.74,30113.23,1126.0,888.36,30234.42,9041.55,26.08,0.9615713065755764,1.35,21.89,Medium,985.0500000000001
90024,VINILANDIA USA,44733,Casa Liliana Good Chianti,5.19,750.0,10.99,1171,6077.49,10012.67,5281.96,1133.0,125.89,2802.64,3935.18,39.3,0.9675491033304867,1.65,5.1899999999999995,Medium,197.22000000000003
12546,JIM BEAM BRANDS COMPANY,1309,Makers Mark Cask Strength,44.44,750.0,59.99,1176,52261.44,55872.9,37029.97,910.0,717.39,123880.97,3611.46,6.46,0.7738095238095238,1.07,44.440000000000005,Medium,11821.039999999999
1392,CONSTELLATION BRANDS INC,38406,Simi Landslide Cab Svgn Alex,15.68,750.0,23.99,1177,18455.36,31656.67,18084.95,1233.0,137.01,79528.99,13201.31,41.7,1.0475785896346643,1.72,15.68,Medium,-878.0799999999999
1587,VINEYARD BRANDS INC,19782,Marques de Caceres Gran RSV,16.44,750.0,24.99,1177,19349.88,28393.87,18402.81,1113.0,123.3,6070.09,9043.99,31.85,0.945624468988955,1.47,16.44,Medium,1052.16
17035,PERNOD RICARD USA,29461,Sandeman Character Sherry,5.8,750.0,12.99,1177,6826.599999999999,10798.35,6907.24,1065.0,118.02,123780.22,3971.75,36.78,0.9048428207306712,1.58,5.8,Medium,649.6
8112,MOET HENNESSY USA INC,3233,Belvedere Wild Berry,16.66,750.0,22.99,1178,19625.48,30166.96,22594.24,1304.0,1027.93,48347.26,10541.48,34.94,1.1069609507640068,1.54,16.66,Medium,-2099.16
17035,PERNOD RICARD USA,2412,JP Wiser's Rye,15.38,750.0,21.99,1178,18117.64,27954.86,20614.27,1314.0,1036.24,123780.22,9837.22,35.19,1.1154499151103565,1.54,15.379999999999999,Medium,-2091.6800000000003
90024,VINILANDIA USA,22014,Foss Marai Prosecco,9.93,750.0,14.99,1179,11707.47,21830.32,13067.84,1368.0,151.9,2802.64,10122.85,46.37,1.1603053435114503,1.86,9.93,Medium,-1876.77
9165,ULTRA BEVERAGE COMPANY LLP,46070,Carpineto Dogajolo Rose,8.96,750.0,12.99,1180,10572.8,16636.37,8547.48,1263.0,140.51,68054.7,6063.57,36.45,1.0703389830508474,1.57,8.959999999999999,Medium,-743.6800000000001
10754,PERFECTA WINES,13956,Gouleyant Malbec Cahors,7.79,750.0,11.99,1180,9192.2,14631.92,9647.71,1108.0,122.82,28720.52,5439.72,37.18,0.9389830508474576,1.59,7.790000000000001,Medium,560.88
9260,TY KU LLC,14329,Ty Ku Sake Junmai Ginjo,8.6,330.0,12.99,1182,10165.2,16712.44,11977.71,1156.0,57.76,198.94,6547.24,39.18,0.9780033840947546,1.64,8.600000000000001,Medium,223.6
10754,PERFECTA WINES,43489,Ken Forrester Petit Chenin B,8.05,750.0,11.99,1182,9515.1,15735.49,7853.76,1251.0,139.25,28720.52,6220.39,39.53,1.0583756345177664,1.65,8.05,Medium,-555.45
660,SAZERAC NORTH AMERICA INC.,1889,El Toro Gold Tequila,5.5,1000.0,6.99,1184,6512.0,9012.72,1590.01,1128.0,1184.4,17932.33,2500.72,27.75,0.9527027027027027,1.38,5.5,Medium,308.0
1392,CONSTELLATION BRANDS INC,10576,Diseno Malbec Mendoza,6.49,750.0,9.99,1184,7684.16,12328.13,6515.71,1187.0,132.08,79528.99,4643.97,37.67,1.0025337837837838,1.6,6.49,Medium,-19.47
9165,ULTRA BEVERAGE COMPANY LLP,686,Midnight Moon Cherry,14.95,750.0,18.99,1184,17700.8,29525.23,23828.08,1477.0,1165.2,68054.7,11824.43,40.05,1.2474662162162162,1.67,14.95,Medium,-4380.349999999999
1128,BROWN-FORMAN CORP,2871,Woodford Reserve Rye,33.59,750.0,41.99,1185,39804.15,41211.25,33269.33,1075.0,847.56,68601.68,1407.1,3.41,0.9071729957805907,1.04,33.59,Medium,3694.9000000000005
9815,WINE GROUP INC,24253,Franzia Dark Red Blend,12.16,5000.0,17.99,1185,14409.6,18073.74,14417.82,1026.0,769.5,27100.41,3664.14,20.27,0.8658227848101265,1.25,12.16,Medium,1933.44
3252,E & J GALLO WINERY,45876,Frei Bros RSV Svgn Bl RRV,10.34,750.0,14.99,1186,12263.24,19671.64,11290.9,1236.0,137.18,61966.91,7408.4,37.66,1.042158516020236,1.6,10.34,Medium,-517.0
1392,CONSTELLATION BRANDS INC,47027,Marcus James Malbec Mendoza,5.29,1500.0,8.99,1187,6279.23,9518.18,5520.15,1182.0,263.95,79528.99,3238.95,34.03,0.995787700084246,1.52,5.29,Medium,26.45
6215,MOONLIGHT MEADERY,17350,Moonlight Meadery Sensual,9.45,375.0,13.99,1189,11236.050000000001,14885.36,12185.29,1064.0,62.42,365.61,3649.31,24.52,0.894869638351556,1.32,9.450000000000001,Medium,1181.25
12331,STELLAR IMPORTING CO LLC,17471,Loukatos Mavrodaphne Patras,7.14,750.0,10.49,1189,8489.460000000001,12231.34,5926.85,1166.0,129.83,119.23,3741.88,30.59,0.9806560134566863,1.44,7.140000000000001,Medium,164.22
10754,PERFECTA WINES,24593,Bodegas La Cartuja Priorat,10.13,750.0,19.99,1190,12054.7,17647.58,11209.04,942.0,104.47,28720.52,5592.88,31.69,0.7915966386554621,1.46,10.13,Medium,2512.2400000000002
17035,PERNOD RICARD USA,4628,Martell Cordon Bleu,79.99,750.0,104.99,1190,95188.1,110015.01,52445.29,999.0,786.81,123780.22,14826.91,13.48,0.8394957983193277,1.16,79.99000000000001,Medium,15278.089999999998
3252,E & J GALLO WINERY,11154,Canyon Rd Cab Svgn,6.03,1500.0,8.99,1191,7181.7300000000005,10608.2,1833.96,1180.0,265.34,61966.91,3426.47,32.3,0.9907640638119227,1.48,6.03,Medium,66.33
4425,MARTIGNETTI COMPANIES,29353,Elk Cove Pnt Nr Ore,17.41,750.0,28.99,1192,20752.719999999998,37213.92,22888.95,1308.0,145.08,144929.24,16461.2,44.23,1.0973154362416107,1.79,17.409999999999997,Medium,-2019.56
3252,E & J GALLO WINERY,26811,Canyon Rd Merlot Cal,3.19,750.0,4.79,1194,3808.86,5719.26,775.98,1194.0,134.14,61966.91,1910.4,33.4,1.0,1.5,3.19,Medium,0.0
9552,M S WALKER INC,30656,Steele Pnt Nr,11.64,750.0,16.99,1194,13898.16,26110.31,13286.51,1469.0,163.41,55551.82,12212.15,46.77,1.230318257956449,1.88,11.64,Medium,-3201.0
4425,MARTIGNETTI COMPANIES,36268,Montinore Pnt Nr Ore,11.84,750.0,19.99,1195,14148.800000000001,21345.97,12532.94,1203.0,133.57,144929.24,7197.17,33.72,1.0066945606694562,1.51,11.840000000000002,Medium,-94.72
10754,PERFECTA WINES,40786,Morgan Winery Cd Crows Monte,9.8,750.0,15.99,1195,11711.0,17703.19,9173.88,1181.0,131.35,28720.52,5992.19,33.85,0.9882845188284519,1.51,9.8,Medium,137.20000000000002
17031,FLAG HILL WINERY & VINEYARD,5633,Flag Hill Cranberry Liqueur,11.62,375.0,14.99,1196,13897.52,19516.98,14240.5,1302.0,510.13,1573.31,5619.46,28.79,1.088628762541806,1.4,11.620000000000001,Medium,-1231.72
6213,MHW LTD,1067,Absente  Glass & Spoon Pack,9.02,100.0,11.99,1197,10796.94,11498.41,4400.33,959.0,100.26,9621.58,701.47,6.1,0.8011695906432749,1.06,9.02,Medium,2146.7599999999998
9815,WINE GROUP INC,10175,Big House Birdman Pnt Grigio,5.19,750.0,7.99,1197,6212.43,8567.64,4656.81,1136.0,126.28,27100.41,2355.21,27.49,0.9490392648287385,1.38,5.19,Medium,316.59000000000003
5992,MCCORMICK DISTILLING CO,982,McCormick Long Island Iced,5.46,1000.0,6.99,1198,6541.08,8248.2,3613.83,1180.0,1239.0,1567.85,1707.12,20.7,0.9849749582637729,1.26,5.46,Medium,98.28
6785,PALM BAY INTERNATIONAL INC,26680,S A Prum Luminance Rsl Mosel,5.44,750.0,7.99,1198,6517.12,7942.06,3723.34,994.0,110.79,13605.41,1424.94,17.94,0.8297161936560935,1.22,5.4399999999999995,Medium,1109.76
4425,MARTIGNETTI COMPANIES,17329,Sean Minor 4B Paso Cab Svgn,8.55,750.0,12.99,1200,10260.0,12752.72,6588.25,928.0,103.15,144929.24,2492.72,19.55,0.7733333333333333,1.24,8.55,Medium,2325.6000000000004
4692,KOBRAND CORPORATION,24665,Nardi Casale 08 Bosco Brunel,19.3,750.0,27.99,1202,23198.6,33643.98,14442.84,1202.0,134.07,9139.38,10445.38,31.05,1.0,1.45,19.299999999999997,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,16725,Moonstone Asian Pear Sake,4.63,300.0,6.99,1202,5565.26,8367.03,4760.19,1197.0,51.38,68054.7,2801.77,33.49,0.9958402662229617,1.5,4.63,Medium,23.15
516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,40.4,750.0,59.99,1203,48601.200000000004,111974.13,59779.41,1887.0,209.78,8510.41,63372.93,56.6,1.56857855361596,2.3,40.400000000000006,Medium,-27633.6
8673,STE MICHELLE WINE ESTATES,18733,Antinori Villa Chianti Class,18.49,750.0,26.99,1204,22261.96,31553.89,20525.8,1111.0,123.05,15919.7,9291.93,29.45,0.9227574750830565,1.42,18.49,Medium,1719.57
10754,PERFECTA WINES,24377,Bon Affair Svgn Bl Spritzer,3.39,330.0,6.99,1204,4081.56,8977.01,1526.94,1799.0,89.5,28720.52,4895.45,54.53,1.494186046511628,2.2,3.39,Medium,-2017.0500000000002
4425,MARTIGNETTI COMPANIES,23345,Neyers Vyd Chard Carneros,14.28,750.0,31.99,1206,17221.68,28625.5,14491.69,1050.0,116.82,144929.24,11403.82,39.84,0.8706467661691543,1.66,14.28,Medium,2227.68
4425,MARTIGNETTI COMPANIES,46429,Villa Pozzi Pnt Grigio Vnzie,5.8,750.0,9.99,1206,6994.799999999999,11441.29,6160.7,1171.0,130.38,144929.24,4446.49,38.86,0.9709784411276948,1.64,5.8,Medium,203.0
1392,CONSTELLATION BRANDS INC,45921,Estancia Svgn Bl Pinnacles,5.13,750.0,9.99,1207,6191.91,13180.86,7222.4,1414.0,157.24,79528.99,6988.95,53.02,1.171499585749793,2.13,5.13,Medium,-1061.91
10754,PERFECTA WINES,15651,Villa d Anges Old Vines Rose,9.58,750.0,13.99,1207,11563.06,15500.92,6659.24,1108.0,123.5,28720.52,3937.86,25.4,0.9179784589892295,1.34,9.58,Medium,948.42
10754,PERFECTA WINES,26716,Arpa Brunello di Montalcino,21.76,750.0,31.99,1208,26286.079999999998,28727.02,11964.26,898.0,100.21,28720.52,2440.94,8.5,0.7433774834437086,1.09,21.759999999999998,Medium,6745.6
7153,PINE STATE TRADING CO,5070,Russo Limoncello,17.85,750.0,25.99,1209,21580.649999999998,30564.3,25420.27,1170.0,922.88,15884.82,8983.65,29.39,0.967741935483871,1.42,17.849999999999998,Medium,696.1500000000001
6213,MHW LTD,3279,Double Cross Vodka,22.21,750.0,29.99,1210,26874.1,32341.75,24847.15,1025.0,808.15,9621.58,5467.65,16.91,0.8471074380165289,1.2,22.209999999999997,Medium,4108.85
10754,PERFECTA WINES,20182,Washington Hills LH Rsl,6.57,750.0,9.99,1210,7949.700000000001,8714.44,4952.15,856.0,95.13,28720.52,764.74,8.78,0.7074380165289256,1.1,6.57,Medium,2325.78
4692,KOBRAND CORPORATION,24666,Salviano Orvieto 13 Clsco,5.19,750.0,7.99,1211,6285.09,9675.89,4833.95,1211.0,134.77,9139.38,3390.8,35.04,1.0,1.54,5.19,Medium,0.0
9744,FREDERICK WILDMAN & SONS,45601,Luigi Bosca Malbec,11.03,750.0,16.99,1211,13357.330000000002,20776.9,10952.64,1210.0,134.49,3999.93,7419.57,35.71,0.9991742361684558,1.56,11.030000000000001,Medium,11.03
3252,E & J GALLO WINERY,25146,Barefoot Cellars Winter Red,3.39,750.0,4.99,1213,4112.07,6105.9,1722.23,1140.0,127.68,61966.91,1993.83,32.65,0.9398186314921682,1.48,3.3899999999999997,Medium,247.47
6213,MHW LTD,4580,Casamigos Reposado Tequila,22.38,375.0,29.99,1213,27146.94,40090.02,31507.0,1398.0,547.14,9621.58,12943.08,32.29,1.1525144270403958,1.48,22.38,Medium,-4140.3
4425,MARTIGNETTI COMPANIES,13451,Clifford Bay Svgn Bl Marlbor,8.05,750.0,12.99,1214,9772.699999999999,14288.09,6935.22,1191.0,132.61,144929.24,4515.39,31.6,0.9810543657331137,1.46,8.049999999999999,Medium,185.15
8892,TRINCHERO FAMILY ESTATES,21824,Taken Red Napa,16.89,750.0,34.99,1217,20555.13,27888.84,17917.83,1116.0,123.72,11595.97,7333.71,26.3,0.9170090386195563,1.36,16.89,Medium,1705.89
17031,FLAG HILL WINERY & VINEYARD,5643,Flag Hill Blueberry Liqueur,10.71,375.0,14.99,1217,13034.070000000002,17508.32,13985.67,1168.0,457.2,1573.31,4474.25,25.55,0.9597370583401807,1.34,10.71,Medium,524.7900000000001
9552,M S WALKER INC,24772,3 Ball Znfdl,8.78,750.0,15.99,1218,10694.039999999999,14312.4,8829.45,1060.0,117.69,55551.82,3618.36,25.28,0.8702791461412152,1.34,8.78,Medium,1387.24
1392,CONSTELLATION BRANDS INC,26818,Ravenswood Znfdl Napa,10.45,750.0,18.99,1219,12738.550000000001,21100.76,14170.81,1224.0,135.53,79528.99,8362.21,39.63,1.0041017227235438,1.66,10.450000000000001,Medium,-52.25
4425,MARTIGNETTI COMPANIES,11227,Girard Svgn Bl Napa Vly,9.73,750.0,16.99,1219,11860.87,19401.76,12430.19,1224.0,135.63,144929.24,7540.89,38.87,1.0041017227235438,1.64,9.73,Medium,-48.650000000000006
9165,ULTRA BEVERAGE COMPANY LLP,19164,Tracia Malbec,3.99,750.0,6.49,1219,4863.81,11439.44,6745.07,1556.0,172.87,68054.7,6575.63,57.48,1.276456111566858,2.35,3.99,Medium,-1344.63
516,BANFI PRODUCTS CORP,16830,C Y Toro Gran Rsva Carmenere,9.65,750.0,13.99,1222,11792.3,12490.52,6163.34,948.0,105.66,8510.41,698.22,5.59,0.7757774140752864,1.06,9.649999999999999,Medium,2644.1
3252,E & J GALLO WINERY,37527,Redwood Creek Pnt Grigio,7.18,1500.0,10.99,1222,8773.96,14409.57,8270.28,1343.0,299.68,61966.91,5635.61,39.11,1.0990180032733223,1.64,7.18,Medium,-868.78
8673,STE MICHELLE WINE ESTATES,19382,Anew Rsl,6.7,750.0,9.99,1223,8194.1,13142.64,8993.49,1236.0,136.9,15919.7,4948.54,37.65,1.0106295993458707,1.6,6.7,Medium,-87.10000000000001
6785,PALM BAY INTERNATIONAL INC,2876,The Irishman Single Malt,24.44,750.0,39.49,1224,29914.559999999998,30877.74,25854.25,926.0,730.41,13605.41,963.18,3.12,0.7565359477124183,1.03,24.439999999999998,Medium,7283.120000000001
17032,JEWELL TOWNE VINEYARDS,35318,Jewell Towne Marechal Foch,7.46,750.0,11.49,1224,9131.039999999999,13592.67,9938.85,1183.0,130.82,283.61,4461.63,32.82,0.9665032679738562,1.49,7.459999999999999,Medium,305.86
4425,MARTIGNETTI COMPANIES,11745,Colores del Sol Malbec Rsv,6.12,750.0,8.99,1225,7497.0,10931.84,5492.89,1216.0,135.37,144929.24,3434.84,31.42,0.9926530612244898,1.46,6.12,Medium,55.08
9552,M S WALKER INC,1929,Old New England Cinn Egg Nog,5.55,750.0,6.99,1225,6798.749999999999,8534.79,3977.31,1221.0,961.64,55551.82,1736.04,20.34,0.996734693877551,1.26,5.549999999999999,Medium,22.2
17035,PERNOD RICARD USA,8369,Pernod Anise Liqueur,24.26,750.0,32.99,1225,29718.5,40090.47,33704.31,1153.0,909.55,123780.22,10371.97,25.87,0.9412244897959183,1.35,24.26,Medium,1746.72
3252,E & J GALLO WINERY,36543,MacMurray Ranch Pnt Nr RRV,13.15,750.0,29.99,1226,16121.900000000001,37401.29,18370.81,1871.0,208.41,61966.91,21279.39,56.89,1.5261011419249593,2.32,13.15,Medium,-8481.75
7153,PINE STATE TRADING CO,31573,Martin/Weyrich Moscato Alleg,6.49,750.0,10.99,1228,7969.719999999999,12052.99,7696.34,1201.0,133.12,15884.82,4083.27,33.88,0.9780130293159609,1.51,6.489999999999999,Medium,175.23000000000002
9165,ULTRA BEVERAGE COMPANY LLP,37817,Frescobaldi Chianti Castigln,8.66,750.0,12.99,1228,10634.48,15423.19,9015.1,1181.0,131.1,68054.7,4788.71,31.05,0.9617263843648208,1.45,8.66,Medium,407.02
90024,VINILANDIA USA,44921,Quinta do Crasto Douro Rd,9.45,750.0,15.99,1229,11614.050000000001,17920.34,11406.62,1166.0,129.33,2802.64,6306.29,35.19,0.9487388120423108,1.54,9.450000000000001,Medium,595.3499999999999
3252,E & J GALLO WINERY,46165,Barefoot Pnt Grigio Cal,4.45,187.0,6.49,1230,5473.5,7768.53,960.52,1197.0,33.78,61966.91,2295.03,29.54,0.973170731707317,1.42,4.45,Medium,146.85
9552,M S WALKER INC,10603,Parducci Petite Sirah,7.58,750.0,10.99,1231,9330.98,14619.44,9355.94,1256.0,139.14,55551.82,5288.46,36.17,1.0203086921202276,1.57,7.58,Medium,-189.5
17035,PERNOD RICARD USA,23067,Perrier Jouet Grand Brut,13.81,375.0,21.99,1231,17000.11,22829.22,13667.54,1078.0,61.74,123780.22,5829.11,25.53,0.875710804224208,1.34,13.81,Medium,2112.9300000000003
516,BANFI PRODUCTS CORP,10715,C Y Toro Privada Rsv Casa Di,9.14,750.0,14.99,1232,11260.480000000001,17018.14,11298.16,1186.0,131.39,8510.41,5757.66,33.83,0.9626623376623377,1.51,9.14,Medium,420.44000000000005
3252,E & J GALLO WINERY,33960,Allegrini Valpolicella Clsc,9.8,750.0,14.99,1232,12073.6,19738.41,12614.96,1259.0,139.5,61966.91,7664.81,38.83,1.0219155844155845,1.63,9.8,Medium,-264.6
10754,PERFECTA WINES,45823,Masciarelli Trebbiano Abruzo,6.66,750.0,9.99,1232,8205.12,12866.94,6478.93,1206.0,134.19,28720.52,4661.82,36.23,0.9788961038961039,1.57,6.660000000000001,Medium,173.16
173357,TAMWORTH DISTILLING,3909,White Mountain Vodka,19.37,750.0,24.99,1232,23863.84,24540.18,14469.21,982.0,773.87,202.5,676.34,2.76,0.797077922077922,1.03,19.37,Medium,4842.5
4425,MARTIGNETTI COMPANIES,29433,Clos du Val Carneros Chard,13.79,750.0,22.99,1233,17003.07,24958.25,10674.96,1175.0,131.01,144929.24,7955.18,31.87,0.9529602595296026,1.47,13.79,Medium,799.8199999999999
9552,M S WALKER INC,23220,Parducci Pnt Nr,7.74,750.0,12.99,1233,9543.42,14535.01,9617.08,1199.0,132.86,55551.82,4991.59,34.34,0.9724249797242498,1.52,7.74,Medium,263.16
1601,VRANKEN AMERICA,17596,Pink Flamingo Rose,8.1,750.0,13.99,1234,9995.4,16101.92,7865.65,1308.0,145.6,1048.97,6106.52,37.92,1.059967585089141,1.61,8.1,Medium,-599.4
4425,MARTIGNETTI COMPANIES,34752,Frogs Leap Svgn Bl Napa,14.56,750.0,21.99,1235,17981.6,27671.01,18752.55,1099.0,121.67,144929.24,9689.41,35.02,0.8898785425101214,1.54,14.559999999999999,Medium,1980.16
9165,ULTRA BEVERAGE COMPANY LLP,25292,Ch Grand Renom Brdx Bl 14,8.05,750.0,11.99,1235,9941.75,14807.65,7781.51,1235.0,137.42,68054.7,4865.9,32.86,1.0,1.49,8.05,Medium,0.0
12546,JIM BEAM BRANDS COMPANY,4846,Cruzan Estate Diamond Dark,12.4,750.0,16.99,1236,15326.400000000001,22596.02,17014.24,1298.0,1023.25,123880.97,7269.62,32.17,1.0501618122977345,1.47,12.4,Medium,-768.8000000000001
90032,LABELLE VYDS AND WINERY,753,LaBelle Winery Blueberry,13.79,750.0,19.99,1236,17044.44,20509.74,16631.68,1026.0,113.24,778.25,3465.3,16.9,0.8300970873786407,1.2,13.79,Medium,2895.8999999999996
9552,M S WALKER INC,2214,James E Pepper Bourbon,21.58,750.0,29.99,1238,26716.039999999997,47536.47,33404.37,1353.0,1067.14,55551.82,20820.43,43.8,1.0928917609046849,1.78,21.58,Medium,-2481.7
9165,ULTRA BEVERAGE COMPANY LLP,759,Bunnahabhain 12 Yr Single,37.0,750.0,49.99,1239,45843.0,64902.49,55668.13,1151.0,907.92,68054.7,19059.49,29.37,0.9289749798224375,1.42,37.0,Medium,3256.0
1392,CONSTELLATION BRANDS INC,13731,Monkey Bay Svgn Bl,11.61,1500.0,17.99,1240,14396.4,23793.21,15127.9,1279.0,285.29,79528.99,9396.81,39.49,1.0314516129032258,1.65,11.61,Medium,-452.78999999999996
10754,PERFECTA WINES,44708,Trentadue Old Patch Red Son,7.53,750.0,11.99,1243,9359.789999999999,16351.84,9360.03,1216.0,135.09,28720.52,6992.05,42.76,0.9782783588093322,1.75,7.529999999999999,Medium,203.31
7239,REMY COINTREAU USA INC,758,Cointreau Liqueur,28.77,1000.0,39.99,1244,35789.88,51477.54,32284.18,1246.0,1308.3,16978.67,15687.66,30.47,1.0016077170418007,1.44,28.77,Medium,-57.54
1392,CONSTELLATION BRANDS INC,24208,R M Woodbridge Znfdl Cal,6.07,1500.0,8.99,1245,7557.150000000001,13136.12,7644.5,1288.0,287.43,79528.99,5578.97,42.47,1.0345381526104418,1.74,6.07,Medium,-261.01
5455,MARSALLE COMPANY,2655,James Oliver Rye Whisky,21.89,750.0,34.99,1246,27274.94,32318.55,25351.08,1145.0,902.94,937.21,5043.61,15.61,0.9189406099518459,1.18,21.89,Medium,2210.89
4380,CHARLES JACQUIN ET CIE INC,1111,Penn Dutch Egg Nog,5.07,750.0,6.99,1247,6322.29,8604.69,4480.59,1231.0,969.49,1675.39,2282.4,26.53,0.9871692060946271,1.36,5.07,Medium,81.12
4425,MARTIGNETTI COMPANIES,14552,Dom de Dionysos Cairanne Cig,13.24,750.0,19.99,1247,16510.28,21444.52,11701.7,1148.0,127.64,144929.24,4934.24,23.01,0.9206094627105053,1.3,13.239999999999998,Medium,1310.76
10754,PERFECTA WINES,21750,Santos Sangria,6.84,1500.0,9.99,1247,8529.48,12917.07,8861.13,1293.0,287.97,28720.52,4387.59,33.97,1.036888532477947,1.51,6.84,Medium,-314.64
1392,CONSTELLATION BRANDS INC,34219,Simi Merlot,11.18,750.0,16.99,1249,13963.82,18060.52,10616.82,1048.0,116.33,79528.99,4096.7,22.68,0.8390712570056045,1.29,11.18,Medium,2247.18
9165,ULTRA BEVERAGE COMPANY LLP,44138,Crios Malbec,8.44,750.0,12.99,1249,10541.56,16546.01,10867.49,1299.0,143.89,68054.7,6004.45,36.29,1.0400320256204965,1.57,8.44,Medium,-422.0
2242,DELICATO VINEYARDS INC,39358,Bota Box Shiraz Cal,11.03,3000.0,17.99,1250,13787.500000000002,22837.65,18957.76,1235.0,555.75,7982.65,9050.15,39.63,0.988,1.66,11.030000000000001,Medium,165.45
4425,MARTIGNETTI COMPANIES,28946,Silverado Merlot Napa,18.06,750.0,29.99,1250,22575.0,36224.7,21106.4,1130.0,125.49,144929.24,13649.7,37.68,0.904,1.6,18.06,Medium,2167.2
4425,MARTIGNETTI COMPANIES,44854,Duckhorn Merlot Napa,35.37,750.0,52.99,1250,44212.5,62739.77,39464.29,1223.0,135.54,144929.24,18527.27,29.53,0.9784,1.42,35.37,Medium,954.9899999999999
17035,PERNOD RICARD USA,290,Aberlour A'Bunadh Sngle Malt,39.05,750.0,49.99,1254,48968.700000000004,63976.26,55222.48,874.0,689.57,123780.22,15007.56,23.46,0.696969696969697,1.31,39.050000000000004,Medium,14838.999999999998
